item_id,restaurant,name,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,cholesterol_mg,fiber_g,restaurant_id
974,KFC,MIRANDA STRAWBERRY (30 FL OZ),410,0,109,0,180,0,0,5
975,KFC,MIST TWST (12 FL OZ),150,0,41,0,35,0,0,5
976,KFC,MIST TWST (16 FL OZ),200,0,54,0,45,0,0,5
977,KFC,MIST TWST (20 FL OZ),260,0,68,0,55,0,0,5
978,KFC,MIST TWST (30 FL OZ),380,0,101,0,80,0,0,5
979,KFC,MNT DEW SWEET LIGHTNING (20 FL OZ),120,0,32,0,190,0,0,5
980,KFC,MOUNTAIN DEW (12 FL OZ),160,0,44,0,50,0,0,5
981,KFC,MOUNTAIN DEW (16 FL OZ),220,0,59,0,70,0,0,5
982,KFC,MOUNTAIN DEW (20 FL OZ),270,0,73,0,85,0,0,5
983,KFC,MOUNTAIN DEW (30 FL OZ),410,0,110,0,125,0,0,5
984,KFC,MUG ROOT BEER (12 FL OZ),140,0,39,0,45,0,0,5
985,KFC,MUG ROOT BEER (16 FL OZ),190,0,52,0,60,0,0,5
986,KFC,MUG ROOT BEER (20 FL OZ),240,0,65,0,75,0,0,5
987,KFC,MUG ROOT BEER (30 FL OZ),360,0,98,0,110,0,0,5
988,KFC,MUSSELMAN'S APPLESAUCE,45,0,12,0,0,0,1,5
989,KFC,NASHVILLE HOT EXTRA CRISPY CHICKEN BREAÉ,770,60,21,35,1530,105,1,5
990,KFC,NASHVILLE HOT EXTRA CRISPY CHICKEN DRUMÉ,250,21,6,11,530,50,1,5
991,KFC,NASHVILLE HOT EXTRA CRISPY CHICKEN THIGÉ,500,40,11,22,970,100,1,5
992,KFC,NASHVILLE HOT EXTRA CRISPY CHICKEN WHOLÉ,290,25,6,10,520,45,1,5
993,KFC,NASHVILLE HOT KENTUCKY GRILLED CHICKEN É,260,12,1,38,790,130,0,5
994,KFC,NASHVILLE HOT KENTUCKY GRILLED CHICKEN É,100,6,0,11,260,55,0,5
995,KFC,NASHVILLE HOT KENTUCKY GRILLED CHICKEN É,180,12,0,17,470,90,0,5
996,KFC,NASHVILLE HOT KENTUCKY GRILLED CHICKEN É,90,6,1,9,210,45,0,5
997,KFC,NASHVILLE HOT SPICY CRISPY CHICKEN BREAÉ,540,40,14,31,1390,100,2,5
998,KFC,NASHVILLE HOT SPICY CRISPY CHICKEN DRUMÉ,190,14,6,9,510,40,1,5
999,KFC,NASHVILLE HOT SPICY CRISPY CHICKEN THIGÉ,390,32,12,13,900,65,2,5
1000,KFC,NASHVILLE HOT SPICY CRISPY CHICKEN WHOLÉ,180,15,5,8,450,35,1,5
1001,Chili's,"2% CHOCOLATE MILK, KIDS",290,7,45,11,250,30,3,6
1002,Chili's,"2% CHOCOLATE MILK, KIDS TOGO CUP",330,8,53,13,290,35,3,6
1003,Chili's,"2% MILK, KIDS",180,7,18,12,170,30,0,6
1004,Chili's,"2% MILK, KIDS TOGO CUP",210,8,20,14,200,35,0,6
1005,Chili's,ADD APPLEWOOD SMOKED BACON,70,6,0,5,210,15,0,6
1006,Chili's,ADD AVOCADO SLICES,80,7,4,1,0,0,3,6
1007,Chili's,"ADD SEARED SHRIMP, FULL ORDER",60,2,1,11,810,120,0,6
1008,Chili's,"ADD SEARED SHRIMP, HALF ORDER",30,1,0,6,400,60,0,6
1009,Chili's,ADD THE ORIGINAL CHILI,150,9,4,9,480,25,0,6
1010,Chili's,ALEX'S SANTA FE BEEF BURGER,930,62,45,51,1120,140,5,6
1011,Chili's,AMERICAN CHEESE,70,6,1,4,340,15,0,6
1012,Chili's,"ANCHO CHILE RANCH DRESSING, 1.5 FL OZ",170,17,3,1,350,15,0,6
1013,Chili's,"ANCHO CHILE RANCH DRESSING, 2 FL OZ",220,22,4,2,470,20,0,6
1014,Chili's,ANGRY ORCHARD,190,0,24,0,15,0,0,6
1015,Chili's,"APPLE JUICE, TOGO CUP",120,0,29,0,10,0,0,6
1016,Chili's,"AVOCADO RANCH DRESSING, 1.5 FL OZ",140,14,3,1,250,10,1,6
1017,Chili's,"AVOCADO RANCH DRESSING, 2 FL OZ",190,19,4,1,330,15,1,6
1018,Chili's,AVOCADO SLICES,80,7,4,1,0,0,3,6
1019,Chili's,AWESOME BLOSSOM PETALS,760,50,70,9,1650,15,5,6
1020,Chili's,BACON AVOCADO CHICKEN SANDWICH,1170,61,75,83,2390,275,9,6
1021,Chili's,BIG MOUTH BITES,1210,72,76,65,2680,185,5,6
1022,Chili's,BLACK BEAN & VEGGIE FAJITAS,670,38,66,28,2360,10,19,6
1023,Chili's,BLACK BEAN PATTY,200,8,22,17,540,0,8,6
1024,Chili's,"BLACKBERRY ICE TEA, REGULAR CUP",80,0,19,0,10,0,0,6
1025,Chili's,"BLACKBERRY ICE TEA, TOGO CUP",80,0,19,0,15,0,0,6
1026,Chili's,"BLEU CHEESE DRESSING, 1.5 FL OZ",250,27,1,1,260,15,0,6
1027,Chili's,"BLEU CHEESE DRESSING, 2 FL OZ",330,35,2,1,350,20,0,6
1028,Chili's,BLOODY MARY OR MARIA,160,1,14,2,2080,0,4,6
1029,Chili's,"BLUE LAGOON, KIDS",150,0,40,0,50,0,0,6
1030,Chili's,"BLUE LAGOON, KIDS TOGO CUP",190,0,49,0,65,0,0,6
1031,Chili's,BLUEBERRY & PINEAPPLE MARGARITA,340,0,51,0,0,0,1,6
1032,Chili's,"BONE-IN WINGS, BUFFALO",830,63,6,62,2650,290,1,6
1033,Chili's,"BONE-IN WINGS, HONEY CHIPOTLE",1000,51,75,62,2320,295,1,6
1034,Chili's,"BONE-IN WINGS, HOUSE BBQ",800,52,21,62,2100,295,1,6
1035,Chili's,"BONE-IN WINGS, MANGO HABANERO",840,51,32,62,2490,295,2,6
1036,Chili's,BONELESS BUFFALO CHICKEN SALAD,1020,64,60,52,4780,145,7,6
1037,Chili's,"BONELESS WINGS, BUFFALO",1060,71,58,49,3840,120,4,6
1038,Chili's,"BONELESS WINGS, HONEY CHIPOTLE",1200,57,126,48,2990,120,4,6
1039,Chili's,"BONELESS WINGS, HOUSE BBQ",1100,60,89,50,3610,125,5,6
1040,Chili's,"BONELESS WINGS, MANGO HABANERO",1040,57,82,48,3160,120,5,6
1041,Chili's,BUD LIGHT,110,0,7,1,0,0,0,6
1042,Chili's,"BUD LIGHT, 10 FL OZ",90,0,5,1,0,0,0,6
1043,Chili's,"BUD LIGHT, 16 FL OZ",150,0,9,1,0,0,0,6
1044,Chili's,"BUD LIGHT, 22 FL OZ",200,0,12,2,0,0,0,6
1045,Chili's,BUDWEISER,150,0,11,1,0,0,0,6
1046,Chili's,BUFFALO CHICKEN RANCH SANDWICH,960,51,81,46,4260,110,6,6
1047,Chili's,"BURGER BUN, BUTTERED",240,8,37,7,320,0,2,6
1048,Chili's,"CAESAR DRESSING, 1.5 FL OZ",220,23,2,2,250,25,0,6
1049,Chili's,"CAESAR DRESSING, 2 FL OZ",290,31,3,2,330,30,0,6
1050,Chili's,CAESAR SALAD,310,27,14,5,510,25,2,6
1051,Chili's,"CAESAR SALAD, LUNCH COMBO",160,14,7,3,250,15,1,6
1052,Chili's,CAJUN PASTA WITH GRILLED CHICKEN,1180,53,110,66,3470,190,8,6
1053,Chili's,CAJUN PASTA WITH SEARED SHRIMP,1090,51,109,47,3580,195,7,6
1054,Chili's,CALIFORNIA TURKEY CLUB,1030,59,78,48,2210,115,9,6
1055,Chili's,CAPTAIN'S CASTAWAY,200,0,40,0,0,0,0,6
1056,Chili's,CARIBBEAN SALAD,540,24,80,5,310,15,8,6
1057,Chili's,CARIBBEAN SALAD WITH GRILLED CHICKEN,710,28,85,34,1020,130,8,6
1058,Chili's,CARIBBEAN SALAD WITH SHRIMP,600,26,80,16,1120,135,8,6
1059,Chili's,CARNITAS FAJITAS,680,48,26,36,2490,120,3,6
1060,Chili's,CHEDDAR CHEESE,80,7,0,5,130,20,0,6
1061,Chili's,CHEESECAKE,720,43,73,11,430,210,1,6
1062,Chili's,CHEESY BACON BBQ CHICKEN,400,20,13,42,1480,155,1,6
1063,Chili's,"CHICKEN ENCHILADA SOUP, BOWL",410,26,24,20,1490,65,3,6
1064,Chili's,"CHICKEN ENCHILADA SOUP, CUP",210,13,12,10,750,35,1,6
1065,Chili's,CHICKY CHICKY BLEU SANDWICH,1260,77,90,56,3510,135,0,6
1066,Chili's,CHILE-GARLIC TOAST,140,7,17,3,380,0,1,6
1067,Chili's,CHILI'S CHILI BEEF BURGER,1020,65,48,57,1520,160,3,6
1068,Chili's,CHIPS & SALSA,910,45,113,13,1920,0,8,6
1069,Chili's,CHIPS WITH GUACAMOLE & SALSA,1140,66,128,16,2350,0,18,6
1070,Chili's,"CITRUS BALSAMIC VINAIGRETTE, 1.5 FL OZ",250,25,5,0,230,0,0,6
1071,Chili's,"CITRUS BALSAMIC VINAIGRETTE, 2 FL OZ",330,33,7,0,310,0,0,6
1072,Chili's,"CLAM CHOWDER, BOWL",330,23,21,11,690,90,1,6
1073,Chili's,"CLAM CHOWDER, CUP",170,12,10,5,340,45,1,6
1074,Chili's,CLASSIC BEEF PATTY,510,39,0,38,350,115,0,6
1075,Chili's,CLASSIC NACHOS,1190,83,54,58,2540,220,6,6
1076,Chili's,"CLASSIC NACHOS, BEEF",1580,103,54,110,3990,375,6,6
1077,Chili's,"CLASSIC NACHOS, CHICKEN",1360,86,56,90,3580,345,6,6
1078,Chili's,CLASSIC RIBEYE,630,40,0,67,1450,185,0,6
1079,Chili's,"CLASSIC SIRLOIN, 10 OZ",390,19,2,55,960,140,0,6
1080,Chili's,"CLASSIC SIRLOIN, 6 OZ",260,13,1,34,640,85,0,6
1081,Chili's,"COCA-COLA ZERO, KID CUP",0,0,0,0,25,0,0,6
1082,Chili's,"COCA-COLA ZERO, REGULAR CUP",0,0,0,0,30,0,0,6
1083,Chili's,"COCA-COLA ZERO, TOGO CUP",0,0,0,0,55,0,0,6
1084,Chili's,"COCA-COLA, KID CUP",90,0,26,0,30,0,0,6
1085,Chili's,"COCA-COLA, REGULAR CUP",110,0,29,0,35,0,0,6
1086,Chili's,"COCA-COLA, TOGO CUP",190,0,52,0,60,0,0,6
1087,Chili's,COORS LIGHT,100,0,5,0,10,0,0,6
1088,Chili's,"COORS LIGHT, 10 FL OZ",80,0,4,0,10,0,0,6
1089,Chili's,"COORS LIGHT, 16 FL OZ",140,0,7,0,15,0,0,6
1090,Chili's,"COORS LIGHT, 22 FL OZ",190,0,9,0,20,0,0,6
1091,Chili's,CORONA EXTRA,160,0,15,1,15,0,0,6
1092,Chili's,CORONA LIGHT,110,0,5,1,20,0,0,6
1093,Chili's,COUNTRY-FRIED STEAK WITH GRAVY,590,35,30,39,1160,70,3,6
1094,Chili's,"CRAFT BEER 3-5 % ABV, 10 FL OZ",150,0,15,0,0,0,0,6
1095,Chili's,"CRAFT BEER 3-5 % ABV, 16 FL OZ",240,0,23,0,0,0,0,6
1096,Chili's,"CRAFT BEER 3-5 % ABV, 22 FL OZ",330,0,32,0,0,0,0,6
1097,Chili's,"CRAFT BEER 6-8 % ABV, 10 FL OZ",190,0,17,0,0,0,0,6
1098,Chili's,"CRAFT BEER 6-8 % ABV, 16 FL OZ",300,0,27,0,0,0,0,6
1099,Chili's,"CRAFT BEER 6-8 % ABV, 22 FL OZ",410,0,37,0,0,0,0,6
1100,Chili's,"CRANBERRY JUICE, TOGO CUP",80,0,20,0,0,0,0,6
1101,Chili's,CRISPERS CRISPY WITHOUT SAUCE,470,29,25,27,1230,75,3,6
1102,Chili's,CRISPERS HONEY CHIPOTLE WITH RANCH,780,47,62,28,2030,95,3,6
1103,Chili's,CRISPERS MANGO-HABANERO WITHRANCH,700,47,40,28,2120,95,3,6
1104,Chili's,CRISPERS ORIGINAL WITH HONEY MUSTARD,510,34,23,31,1350,105,3,6
1105,Chili's,CRISPY BUFFALO BLEU CRISPERS,1910,127,136,60,4800,170,13,6
1106,Chili's,CRISPY CHEDDAR BITES,990,77,33,42,2530,155,3,6
1107,Chili's,CRISPY CHICKEN CRISPERS,1380,72,130,55,3070,130,12,6
1108,Chili's,"CRISPY CHICKEN CRISPERS, CHOICE OF SAUCÉ",70,0,16,1,590,0,0,6
1109,Chili's,"CRISPY CHICKEN CRISPERS, CHOICE OF SAUCÉ",200,18,10,1,330,20,0,6
1110,Chili's,"CRISPY CHICKEN CRISPERS, CHOICE OF SAUCÉ",80,1,16,1,790,0,1,6
1111,Chili's,"CRISPY CHICKEN CRISPERS, CHOICE OF SAUCÉ",170,18,2,1,300,15,0,6
1112,Chili's,CRISPY HONEY CHIPOTLE CRISPERS,1830,90,203,56,4380,145,13,6
1113,Chili's,CRISPY HONEY CHIPOTLE CRISPERS & WAFFLEÉ,2600,125,306,64,4730,185,13,6
1114,Chili's,CRISPY MANGO HABANERO CRISPERS,1670,90,159,56,4550,145,13,6
1115,Chili's,CUREVO BLUE MARGARITA,250,0,36,0,1160,0,0,6
1116,Chili's,DEEP EDDY STRAWBERRY LEMONADE,280,0,40,0,0,0,0,6
1117,Chili's,"DIET COKE, KID CUP",0,0,0,0,25,0,0,6
1118,Chili's,"DIET COKE, REGULAR CUP",0,0,0,0,30,0,0,6
1119,Chili's,"DIET COKE, TOGO CUP",0,0,0,0,55,0,0,6
1120,Chili's,DOS EQUIS,130,0,11,1,0,0,0,6
1121,Chili's,"DOS EQUIS, 10 FL OZ",100,0,9,1,0,0,0,6
1122,Chili's,"DOS EQUIS, 16 FL OZ",170,0,15,1,0,0,0,6
1123,Chili's,"DOS EQUIS, 22 FL OZ",230,0,20,1,0,0,0,6
1124,Chili's,"DR. PEPPER, KID CUP",100,0,26,0,40,0,0,6
1125,Chili's,"DR. PEPPER, REGULAR CUP",110,0,30,0,45,0,0,6
1126,Chili's,"DR. PEPPER, TOGO CUP",200,0,53,0,80,0,0,6
1127,Chili's,DREAMY FROSE,330,0,41,1,10,0,0,6
1128,Chili's,"DRY RUB BABY BACK RIBS, FULL RACK",1480,107,30,99,5120,410,3,6
1129,Chili's,"DRY RUB BABY BACK RIBS, HALF RACK",780,54,23,50,2960,205,2,6
1130,Chili's,EL NINO MARGARITA,330,0,34,0,1160,0,0,6
1131,Chili's,FAJITA TOPPINGS,280,21,6,16,910,70,1,6
1132,Chili's,"FAJITAS, ADD GUACAMOLE",50,4,3,1,95,0,2,6
1133,Chili's,"FAJITAS, ADD WHITE QUESO & PICO DE GALLÉ",150,12,5,6,440,20,1,6
1134,Chili's,"FAJITAS, CORN TORTILLAS",230,2,47,4,25,0,6,6
1135,Chili's,"FAJITAS, FLOUR TORTILLAS",360,10,58,9,430,0,4,6
1136,Chili's,"FAJITAS, SIDE BEANS",120,1,20,7,710,0,6,6
1137,Chili's,"FAJITAS, SIDE RICE",160,4,27,3,480,0,1,6
1138,Chili's,FRESH FOR $5 MANGO MARGARITA,200,0,32,0,0,0,0,6
1139,Chili's,FRESH FOR $5 RASPBERRY MARGARITA,190,0,28,0,0,0,0,6
1140,Chili's,FRESH FOR $5 TRADITIONAL MARGARITA,180,0,25,0,1040,0,0,6
1141,Chili's,"FRESH GUACAMOLE, LARGE SIDE",200,18,12,3,380,0,9,6
1142,Chili's,"FRESH GUACAMOLE, SMALL SIDE",110,9,6,1,190,0,4,6
1143,Chili's,"FRESH MEX BOWL, CHIPOTLE CHICKEN",1030,51,80,63,2550,210,7,6
1144,Chili's,"FRESH MEX BOWL, CHIPOTLE, SHRIMP",880,48,79,35,2900,220,7,6
1145,Chili's,"FRESH MEX BOWL, PRIME RIB",950,46,94,42,2370,95,8,6
1146,Chili's,"FRESH MEX ENCHILADAS, BEEF",1250,63,105,61,3700,160,14,6
1147,Chili's,"FRESH MEX ENCHILADAS, CHICKEN",1140,53,104,60,3510,220,12,6
1148,Chili's,"FRESH MEX QUESADILLA, BACON RANCH CHICKÉ",1680,125,70,69,3710,265,5,6
1149,Chili's,"FRESH MEX QUESADILLA, BACON RANCH STEAK",1830,137,69,82,4000,285,4,6
1150,Chili's,FRESH MEX SMOTHERED PRIME RIB BURRITO,1210,53,117,65,3600,155,11,6
1151,Chili's,"FRESH MEX TACOS, CHILI'S 1975",1160,57,117,37,3060,75,9,6
1152,Chili's,"FRESH MEX TACOS, RANCHERO CHICKEN",1050,47,99,57,3070,170,13,6
1153,Chili's,"FRESH MEX TACOS, SPICY SHRIMP",1000,44,111,38,3180,210,14,6
1154,Chili's,FRIED PICKLES,610,45,45,7,3610,15,4,6
1155,Chili's,GARLIC DILL PICKLES,5,0,0,0,220,0,0,6
1156,Chili's,GRAND COCONUT MARGARITA,360,1,62,0,0,0,0,6
1157,Chili's,"GRAVY, BLACK PEPPER",25,1,3,1,240,0,0,6
1158,Chili's,GRILLED CHICKEN FAJITAS,510,20,22,63,2200,225,3,6
1159,Chili's,GRILLED CHICKEN SALAD,440,23,23,37,990,130,5,6
1160,Chili's,GRILLED STEAK FAJITAS,650,35,25,61,2360,170,3,6
1161,Chili's,"GUILTLESS GRILL, 6 OZ SIRLOIN WITH GRILÉ",330,16,13,38,1190,85,6,6
1162,Chili's,"GUILTLESS GRILL, ANCHO SALMON",630,30,42,48,1850,100,5,6
1163,Chili's,"GUILTLESS GRILL, GRILLED CHICKEN SALAD",440,23,23,37,990,130,5,6
1164,Chili's,"GUILTLESS GRILL, MANGO-CHILE CHICKEN",510,20,50,36,1570,115,7,6
1165,Chili's,"GUILTLESS GRILL, MARGARITA GRILLED CHICÉ",650,17,68,55,2340,170,7,6
1166,Chili's,HEINEKEN,140,0,12,2,10,0,0,6
1167,Chili's,HEINEKEN 00,70,0,17,0,5,0,0,6
1168,Chili's,HOMESTYLE FRIES,420,17,60,6,660,0,5,6
1169,Chili's,HONEY CHIPOTLE SAUCE,140,0,35,0,500,0,0,6
1170,Chili's,"HONEY LIME DRESSING, 1.5 FL OZ",200,17,12,1,210,15,0,6
1171,Chili's,"HONEY LIME DRESSING, 2 FL OZ",270,23,15,1,280,15,0,6
1172,Chili's,"HONEY LIME VINAIGRETTE, 1.5 FL OZ",130,12,6,0,230,0,0,6
1173,Chili's,"HONEY LIME VINAIGRETTE, 2 FL OZ",180,17,8,0,310,0,0,6
1174,Chili's,"HONEY MUSTARD DRESSING, 1.5 FL OZ",200,18,10,1,330,20,0,6
1175,Chili's,"HONEY MUSTARD DRESSING, 2 FL OZ",270,24,14,1,440,25,0,6
1176,Chili's,"HONEY-CHIPOTLE BBQ BABY BACK RIBS, FULLÉ",1520,106,47,98,1800,410,0,6
1177,Chili's,"HONEY-CHIPOTLE BBQ BABY BACK RIBS, HALFÉ",760,53,23,49,900,205,0,6
1178,Chili's,"HOUSE BBQ BABY BACK RIBS, FULL RACK",1440,107,21,99,2180,410,1,6
1179,Chili's,"HOUSE BBQ BABY BACK RIBS, HALF RACK",720,53,11,49,1090,205,1,6
1180,Chili's,HOUSE BBQ SAUCE,80,1,16,1,790,0,1,6
1181,Chili's,HOUSE SALAD,150,7,15,6,280,15,2,6
1182,Chili's,"HOUSE SALAD, LUNCH COMBO",80,3,8,3,140,5,1,6
1183,Chili's,IBC ROOTBEER BOTTLE,160,0,41,0,60,0,0,6
1184,Chili's,JACKBERRY MARGARITA,270,0,36,0,1160,0,0,6
1185,Chili's,JALAPENO-CHEDDAR SMOKED SAUSAGE,380,31,4,21,1340,95,1,6
1186,Chili's,JUST BACON BEEF BURGER,1030,71,43,55,1330,160,3,6
1187,Chili's,KIDS BURGER BITES,410,20,35,23,580,55,2,6
1188,Chili's,KIDS CHEESE PIZZA,530,36,33,17,740,45,2,6
1189,Chili's,KIDS CHEESE QUESADILLA,470,32,29,18,750,60,1,6
1190,Chili's,KIDS CHEESEBURGER BITES,440,23,35,25,750,65,2,6
1191,Chili's,KIDS CHEESY CHICKEN PASTA,670,32,46,50,1460,140,3,6
1192,Chili's,KIDS CHICKEN BITES,290,7,34,24,550,55,2,6
1193,Chili's,KIDS CRISPY CRISPERS,640,47,27,28,1530,95,3,6
1194,Chili's,KIDS GRILLED CHEESE SANDWICH,430,26,36,13,1100,35,2,6
1195,Chili's,KIDS GRILLED CHICKEN DIPPERS,300,20,2,28,690,100,0,6
1196,Chili's,KIDS KRAFT MACARONI & CHEESE,430,12,64,15,940,15,3,6
1197,Chili's,KIDS PEPPERONI PIZZA,610,44,33,20,910,65,2,6
1198,Chili's,"KIDS SIDE, CELERY WITH RANCH",180,18,3,1,340,15,0,6
1199,Chili's,"KIDS SIDE, CORN ON THE COB",140,1,29,4,0,0,3,6
1200,Chili's,"KIDS SIDE, FRESH PINEAPPLE",60,0,16,1,0,0,2,6
1201,Five Guys,BUN,240,9,39,7,330,5,2,7
1202,Five Guys,"FRIES, LARGE",1310,57,181,20,1330,0,21,7
1203,Five Guys,"FRIES, LITTLE",530,23,72,8,530,0,8,7
1204,Five Guys,"FRIES, REGULAR",950,41,131,15,960,0,15,7
1205,Five Guys,"MEAT, BACON",80,7,0,4,260,15,0,7
1206,Five Guys,"MEAT, HAMBURGER PATTY",300,17,0,16,50,60,0,7
1207,Five Guys,"MEAT, HOT DOG",280,26,1,11,800,55,0,7
1208,Five Guys,"MILKSHAKES, FIVE GUYS SHAKE BASE",670,32,84,13,360,130,0,7
1209,Five Guys,"MILKSHAKES, WHIPPED CREAM",20,2,1,0,0,5,0,7
1210,Five Guys,"MIX-INS, BACON",80,7,0,4,260,15,0,7
1211,Five Guys,"MIX-INS, BANANA",120,0,28,0,10,0,0,7
1212,Five Guys,"MIX-INS, CHERRY",160,0,39,0,5,0,0,7
1213,Five Guys,"MIX-INS, CHOCOLATE",160,4,32,2,40,0,2,7
1214,Five Guys,"MIX-INS, COFFEE",10,0,0,0,0,5,0,7
1215,Five Guys,"MIX-INS, DARK VANILLA SYRUP",80,0,19,0,10,0,0,7
1216,Five Guys,"MIX-INS, MALTED MILK",240,5,40,5,270,15,0,7
1217,Five Guys,"MIX-INS, OREO COOKIE PIECES",260,10,40,2,210,0,1,7
1218,Five Guys,"MIX-INS, OREO CREME",360,28,27,0,55,0,0,7
1219,Five Guys,"MIX-INS, PEANUT BUTTER",340,29,13,13,290,0,4,7
1220,Five Guys,"MIX-INS, SALTED CARAMEL",170,1,41,1,100,5,0,7
1221,Five Guys,"MIX-INS, STRAWBERRY",80,0,0,0,20,0,0,7
1222,Five Guys,"TOPPINGS, A.1. ORIGINAL STEAK SAUCE",15,0,3,0,280,0,0,7
1223,Five Guys,"TOPPINGS, BBQ SAUCE",50,0,15,1,400,0,1,7
1224,Five Guys,"TOPPINGS, CHEESE",70,6,1,4,310,20,0,7
1225,Five Guys,"TOPPINGS, GREEN PEPPERS",0,0,1,0,0,0,1,7
1226,Five Guys,"TOPPINGS, GRILLED MUSHROOMS",20,0,1,0,55,0,0,7
1227,Five Guys,"TOPPINGS, GRILLED ONIONS",10,0,2,0,0,0,1,7
1228,Five Guys,"TOPPINGS, HOT SAUCE",0,0,0,0,200,0,0,7
1229,Five Guys,"TOPPINGS, JALAPENO PEPPERS",0,0,1,0,0,0,0,7
1230,Five Guys,"TOPPINGS, KETCHUP",30,0,5,0,160,0,0,7
1231,Five Guys,"TOPPINGS, LETTUCE",0,0,1,0,0,0,1,7
1232,Five Guys,"TOPPINGS, MAYONNAISE",110,11,0,0,70,10,0,7
1233,Five Guys,"TOPPINGS, MUSTARD",0,0,0,0,55,0,0,7
1234,Five Guys,"TOPPINGS, PICKLES",0,0,1,0,260,0,0,7
1235,Five Guys,"TOPPINGS, RELISH",15,0,4,0,85,0,0,7
1236,Five Guys,"TOPPINGS, TOMATOES",10,0,2,1,0,0,1,7
1237,Chick-fil-a,1/2 LEMONADE 1/2 DIET LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1238,Chick-fil-a,1/2 SWEET TEA 1/2 DIET LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1239,Chick-fil-a,1/2 SWEET TEA 1/2 LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1240,Chick-fil-a,1/2 SWEET TEA 1/2 UNSWEET TEA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1241,Chick-fil-a,1/2 UNSWEET TEA 1/2 DIET LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1242,Chick-fil-a,1/2 UNSWEET TEA 1/2 LEMONADE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1243,Chick-fil-a,1% CHOCOLATE MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1244,Chick-fil-a,1% Chocolate Milk,140,NULL,NULL,NULL,NULL,NULL,NULL,8
1245,Chick-fil-a,1% CHOCOLATE MILK,140,2,23,7,160,10,0,8
1246,Chick-fil-a,1% CHOCOLATE MILK (CATERING),140,2,23,7,160,10,0,8
1247,Chick-fil-a,1% WHITE MILK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1248,Chick-fil-a,1% White Milk,90,NULL,NULL,NULL,NULL,NULL,NULL,8
1249,Chick-fil-a,1% WHITE MILK,90,2,10,7,105,10,0,8
1250,Chick-fil-a,1% WHITE MILK (CATERING),90,2,10,7,105,10,0,8
1251,Chick-fil-a,30 CT CHICK-FIL-A NUGGETS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1252,Chick-fil-a,5 lb Bag of Ice,0,NULL,NULL,NULL,NULL,NULL,NULL,8
1253,Chick-fil-a,8OZ BARBEQUE SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1254,Chick-fil-a,8OZ CHICK-FIL-A SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1255,Chick-fil-a,8OZ GARDEN HERB RANCH SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1256,Chick-fil-a,8OZ HONEY MUSTARD SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1257,Chick-fil-a,8OZ POLYNESIAN SAUCE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1258,Chick-fil-a,8OZ SAUCES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1259,Chick-fil-a,"AMERICAN CHEESE, SANDWICH TOPPING",50,4,1,3,230,15,0,8
1260,Chick-fil-a,Avocado Lime Ranch Dressing,310,NULL,NULL,NULL,NULL,NULL,NULL,8
1261,Chick-fil-a,AVOCADO LIME RANCH DRESSING,310,32,3,1,520,25,0,8
1262,Chick-fil-a,"BACON, EGG & CHEESE BISCUIT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1263,Chick-fil-a,"Bacon, Egg & Cheese Biscuit",420,NULL,NULL,NULL,NULL,NULL,NULL,8
1264,Chick-fil-a,"BACON, EGG & CHEESE BISCUIT",420,23,38,15,1290,180,2,8
1265,Chick-fil-a,"BACON, EGG & CHEESE MUFFIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1266,Chick-fil-a,"Bacon, Egg & Cheese Muffin",310,NULL,NULL,NULL,NULL,NULL,NULL,8
1267,Chick-fil-a,"BACON, EGG & CHEESE MUFFIN",300,14,29,16,800,180,1,8
1268,Chick-fil-a,"BACON, EGG, & CHEESE BISCUIT MEAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1269,Chick-fil-a,"BACON, EGG, & CHEESE MUFFIN MEAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
1270,Chick-fil-a,"BACON, PROTEIN ONLY",50,3,0,4,210,10,0,8
1271,Chick-fil-a,"BACON, SANDWICH TOPPING",50,3,0,4,210,10,0,8
1272,Chick-fil-a,BARBECUE SAUCE,45,0,11,0,200,0,0,8
1273,Chick-fil-a,Barbeque Sauce,45,NULL,NULL,NULL,NULL,NULL,NULL,8
1274,Chick-fil-a,"BARBEQUE SAUCE, 8 OZ (CATERING)",360,0,88,2,1560,0,0,8
